titles,author,number_of_reviews,number_of_ratings,average_rating,number_of_pages,first_published,series,genres,url,cover_url,length,rating_range
The Dance of Change: The challenges to sustaining momentum in a learning organization,Peter M. Senge,16,512,8.1,608,1999,False,"['Business', 'Business > Management', 'Leadership']",https://www.goodreads.com/book/show/37496.The_Dance_of_Change,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388193643l/37496.jpg,long,very good
We All Need Heroes: Stories of the Brave and Foolish,Simon Zingerman,28,69,8.1,276,2012,False,"['Nonfiction', 'Leadership', 'Business']",https://www.goodreads.com/book/show/17268805-we-all-need-heroes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360394055l/17268805.jpg,medium,very good
The Toyota Way: 14 Management Principles from the World's Greatest Manufacturer,Jeffrey K. Liker,361,9021,8.1,330,2003,False,"['Business', 'Business > Management', 'Nonfiction']",https://www.goodreads.com/book/show/161789.The_Toyota_Way,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436741874l/161789._SY475_.jpg,medium,very good
"Do Good Well: Your Guide to Leadership, Action, and Social Innovation",Nina Vasan,5,56,8.1,576,2013,False,"['Business', 'Leadership', 'Nonfiction']",https://www.goodreads.com/book/show/16599569-do-good-well,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361746277l/16599569.jpg,long,very good
Winning in the Trust and Value Economy: A Guide to Sales Success and Business Growth,Meridith Elliott Powell,0,6,9.3,220,2012,False,Business,https://www.goodreads.com/book/show/15903197-winning-in-the-trust-and-value-economy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367866787l/15903197.jpg,medium,very good
The Fifth Discipline: The Art & Practice of The Learning Organization,Peter M. Senge,498,34503,7.8,464,1990,False,"['Business', 'Leadership', 'Business > Management']",https://www.goodreads.com/book/show/255127.The_Fifth_Discipline,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587722419l/255127._SX318_.jpg,long,good
The Escher Cycle: Creating Self-Reinforcing Business Advantage,Finn Jackson,1,10,9.0,322,2004,False,['Business'],https://www.goodreads.com/book/show/558552.The_Escher_Cycle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1175793039l/558552.jpg,medium,very good
Ancient Secrets Of Lead Generation: Your Primitive Business Guide To Better Leads With Less Effort (PrimitiveBusiness.com #1),Daryl Urbanski,2,29,7.9,38,2013,False,"['Business', 'Nonfiction']",https://www.goodreads.com/book/show/18049626-ancient-secrets-of-lead-generation,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370784125l/18049626.jpg,very short,good
Loyalty 3.0: How to Revolutionize Customer and Employee Engagement with Big Data and Gamification,Rajat Paharia,20,235,7.6,304,2013,False,"['Business', 'Nonfiction', 'Business > Management']",https://www.goodreads.com/book/show/17079727-loyalty-3-0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374635782l/17079727.jpg,medium,good
The Next Boom,Jack W. Plunkett,1,16,7.3,290,2011,False,['Business'],https://www.goodreads.com/book/show/9504532-the-next-boom,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384026771l/9504532.jpg,medium,good
"Kill the Company: End the Status Quo, Start an Innovation Revolution",Lisa Bodell,21,193,7.6,256,2012,False,"['Business', 'Nonfiction', 'Business > Management']",https://www.goodreads.com/book/show/13590437-kill-the-company,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340815507l/13590437.jpg,medium,good
Working From Home as a Transcriptionist in South Africa,Gaynor Paynter,1,2,10.0,52,2005,False,Business,https://www.goodreads.com/book/show/18487846-working-from-home-as-a-transcriptionist-in-south-africa,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380872334l/18487846.jpg,short,excellent
Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,5618,90913,7.9,266,1992,True,"['Fiction', 'Philosophy', 'Spirituality']",https://www.goodreads.com/book/show/227265.Ishmael,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388180479l/227265.jpg,medium,good
Inner Critic Inner Success: Claiming Your Success While Taming the Critics,Stacey Sargent,4,42,8.3,282,2013,False,"['Self Help', 'Business', 'Nonfiction']",https://www.goodreads.com/book/show/18679350-inner-critic-inner-success,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381882447l/18679350.jpg,medium,very good
Tweet Naked: A Bare-All Social Media Strategy for Boosting Your Brand and Your Business,Scott Levy,15,70,7.0,184,2013,False,"['Nonfiction', 'Business']",https://www.goodreads.com/book/show/18007142-tweet-naked,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385510613l/18007142.jpg,short,good
"The Productive Person: A how-to guide book filled with productivity hacks & daily schedules for entrepreneurs, students or anyone struggling with work-life balance.",Chandler Bolt,20,237,6.9,56,2013,False,"['Productivity', 'Business', 'Self Help']",https://www.goodreads.com/book/show/18806612-the-productive-person,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384505870l/18806612.jpg,short,good
Embrace Today! Put Procrastination in the Past (Lifestyle Transformation Series),Shawn Burr,0,2,9.0,70,2014,False,['Business'],https://www.goodreads.com/book/show/20443501-embrace-today-put-procrastination-in-the-past,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388931509l/20443501.jpg,short,very good
The Most Important Lessons in Economics and Finance: A Comprehensive Collection of Time-Tested Principles of Wealth Management,Anthony M. Criniti IV,36,76,8.1,288,2014,False,"['Business', 'Economics', 'Economics > Finance']",https://www.goodreads.com/book/show/20571877-the-most-important-lessons-in-economics-and-finance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390075687l/20571877.jpg,medium,very good
CORPORATE MASTERY: Five steps to radically increase your salary without ever asking for a raise,D.C. Thomas,0,2,7.0,60,2014,False,Business,https://www.goodreads.com/book/show/21857775-corporate-mastery,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396926123l/21857775.jpg,short,good
Bulletproof eProduct Security: Deliver Digital Products Only To Your Real Customers,Rusi Kolev,2,4,10.0,166,2014,False,Business,https://www.goodreads.com/book/show/22028336-bulletproof-eproduct-security,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398947667l/22028336.jpg,short,excellent
Accounting for the Numberphobic: A Survival Guide for Small Business Owners,Dawn Fotopulos,21,167,8.6,272,2014,False,"['Business', 'Economics > Finance', 'Finance > Accounting']",https://www.goodreads.com/book/show/22238497-accounting-for-the-numberphobic,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401828794l/22238497.jpg,medium,very good
Execution: The Discipline of Getting Things Done,Larry Bossidy,455,24990,7.7,278,2002,False,"['Business', 'Leadership', 'Nonfiction']",https://www.goodreads.com/book/show/1635.Execution,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1350857284l/1635.jpg,medium,good
Beyond the MBA Hype: A Guide to Understanding and Surviving B-Schools,Sameer Kamat,102,706,7.8,228,2011,False,"['Business', 'Nonfiction', 'Self Help']",https://www.goodreads.com/book/show/21532544-beyond-the-mba-hype,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395585903l/21532544.jpg,medium,good
StoryBranding: Creating Stand-Out Brands Through The Power of Story,Jim Signorelli,29,185,7.9,296,2011,False,"['Business', 'Nonfiction', 'Buisness']",https://www.goodreads.com/book/show/12617839-storybranding,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344683640l/12617839.jpg,medium,good
The Alliance: Managing Talent in the Networked Age,Reid Hoffman,195,2492,7.6,224,2014,False,"['Business', 'Business > Management', 'Nonfiction']",https://www.goodreads.com/book/show/20763746-the-alliance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411447561l/20763746.jpg,medium,good
Freedom from Bosses Forever,Tony Robinson,7,18,9.0,240,2013,False,['Business'],https://www.goodreads.com/book/show/17901607-freedom-from-bosses-forever,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463054860l/17901607._SY475_.jpg,medium,very good
The Surprising Truth about Sales: A Holistic Approach to Closing a Deal,Maria Johnsen,7,44,9.9,136,2014,False,['Business'],https://www.goodreads.com/book/show/22977097-the-surprising-truth-about-sales,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410801078l/22977097.jpg,short,very good
A Winner's Guide to Negotiating: How Conversation Gets Deals Done,Molly Fletcher,6,43,8.0,224,2014,False,"['Business', 'Nonfiction']",https://www.goodreads.com/book/show/18762043-a-winner-s-guide-to-negotiating,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410384062l/18762043.jpg,medium,very good
The Etiquette of Social Media,Leonard Kim,22,40,6.0,104,2014,False,"['Business', 'Nonfiction']",https://www.goodreads.com/book/show/23155290-the-etiquette-of-social-media,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409845492l/23155290.jpg,short,bad
"Silos, Politics and Turf Wars: A Leadership Fable about Destroying the Barriers That Turn Colleagues Into Competitors",Patrick Lencioni,214,3333,8.1,224,2006,False,"['Business', 'Leadership', 'Nonfiction']",https://www.goodreads.com/book/show/19129.Silos_Politics_and_Turf_Wars,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388184283l/19129.jpg,medium,very good
The Art of Doing: How Superachievers Do What They Do and How They Do It So Well,Camille Sweeney,66,523,6.8,272,2013,False,"['Nonfiction', 'Business', 'Self Help']",https://www.goodreads.com/book/show/15808777-the-art-of-doing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351537119l/15808777.jpg,medium,good
"Shark Tank MOMpreneurs Take A Bite Out of Publicity: How 5 Inventors Leveraged Media to Build their Business + How YOU Can, Too",Rachel A. Olsen,2,12,8.3,60,2014,False,['Business'],https://www.goodreads.com/book/show/23358955-shark-tank-mompreneurs-take-a-bite-out-of-publicity,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413159835l/23358955.jpg,short,very good
Death by Meeting: A Leadership Fable… about Solving the Most Painful Problem in Business,Patrick Lencioni,658,11337,8.0,260,2004,False,"['Business', 'Leadership', 'Nonfiction']",https://www.goodreads.com/book/show/49040.Death_by_Meeting,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348784131l/49040.jpg,medium,very good
Rewrite: How to Overcome Daily Sabotage of Your Brand and Profit,Lynda Harris,0,7,8.0,240,2014,False,Business,https://www.goodreads.com/book/show/23359132-rewrite,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435138611l/23359132._SX318_.jpg,medium,very good
Edgy Conversations: How Ordinary People Can Achieve Outrageous Success,Dan Waldschmidt,132,1094,7.8,179,2013,False,"['Business', 'Nonfiction', 'Self Help']",https://www.goodreads.com/book/show/21882327-edgy-conversations,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417982879l/21882327.jpg,short,good
Winning from Within: How to Create Lasting Change in Your Leadership and Your Life,Erica Ariel Fox,37,262,7.6,320,2013,False,"['Business', 'Leadership', 'Self Help']",https://www.goodreads.com/book/show/17383958-winning-from-within,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407113198l/17383958.jpg,medium,good
Dancing the Digital Tune: The 5 Principles of Competing in a Digital World,Manish Grover,8,12,8.7,234,2014,False,"['Business', 'Nonfiction']",https://www.goodreads.com/book/show/23646949-dancing-the-digital-tune,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419195500l/23646949.jpg,medium,very good
The X Factor Selling System: The Sales Expert's Guide to Selling,Thomas F. La Vecchia,4,17,8.1,94,2013,False,['Business'],https://www.goodreads.com/book/show/18078905-the-x-factor-selling-system,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385353745l/18078905.jpg,short,very good
"Humanizing Big Data: Marketing at the Meeting of Data, Social Science & Consumer Insight",Colin Strong,6,40,7.5,224,2014,False,"['Business', 'Nonfiction']",https://www.goodreads.com/book/show/18467587-humanizing-big-data,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426602426l/18467587.jpg,medium,good
How to Sell Books by the Truckload on Amazon - Power Pack!: Sell Books by the Truckload & Get Reviews by the Truckload,Penny C. Sansevieri,57,152,8.5,158,2015,False,"['Language > Writing', 'Nonfiction', 'Business']",https://www.goodreads.com/book/show/25330847-how-to-sell-books-by-the-truckload-on-amazon---power-pack,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428623371l/25330847.jpg,short,very good
#Girlboss,Sophia Amoruso,4355,73812,7.3,256,2014,False,"['Nonfiction', 'Business', 'Autobiography > Memoir']",https://www.goodreads.com/book/show/18667945-girlboss,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390931472l/18667945.jpg,medium,good
The Reputation Playbook: A Winning Formula to Help Ceos Protect Corporate Reputation in the Digital Economy,Jennifer Janson,1,20,8.5,238,2014,False,['Business'],https://www.goodreads.com/book/show/22798285-the-reputation-playbook,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413745680l/22798285.jpg,medium,very good
Multiple Streams of Income: How to Generate a Lifetime of Unlimited Wealth,Robert G. Allen,75,5113,8.1,336,1998,False,"['Business', 'Economics > Finance', 'Currency > Money']",https://www.goodreads.com/book/show/2343331.Multiple_Streams_of_Income,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348404085l/2343331.jpg,medium,very good
The New How: Creating Business Solutions Through Collaborative Strategy,Nilofer Merchant,12,121,7.8,288,2009,False,"['Business', 'Nonfiction']",https://www.goodreads.com/book/show/6624748-the-new-how,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398026577l/6624748.jpg,medium,good
"The Profitable Hobby Farm, How to Build a Sustainable Local Foods Business",Sarah Beth Aubrey,14,132,7.5,288,2010,False,"['Horticulture > Gardening', 'Food and Drink > Food', 'Environment > Sustainability']",https://www.goodreads.com/book/show/7716482-the-profitable-hobby-farm-how-to-build-a-sustainable-local-foods-busine,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398025056l/7716482.jpg,medium,good
The Wit and Wisdom of Steve Jobs,Gennaro Salamone,4,53,7.8,70,2011,False,"['Business', 'Biography', 'Leadership']",https://www.goodreads.com/book/show/12919862-the-wit-and-wisdom-of-steve-jobs,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328641742l/12919862.jpg,short,good
Marketing as a Business System,Neil Kokemuller,4,9,8.9,16,2013,False,['Business'],https://www.goodreads.com/book/show/20318407-marketing-as-a-business-system,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388268334l/20318407.jpg,very short,very good
